ProductID;Date;Zip;Units;Revenue;Country;CountryZip;Province;Product;Category;Segment;Manufacturer
559;37807;M5R;1;643.3875;Canada;CanadaM5R;Ontario;Maximus UC-24;Urban;Convenience;VanArsdel
396;37807;M5L;1;913.7625;Canada;CanadaM5L;Ontario;Maximus UM-01;Urban;Moderation;VanArsdel
460;37727;M4E;1;892.2375;Canada;CanadaM4E;Ontario;Maximus UM-65;Urban;Moderation;VanArsdel
725;37727;R3B;1;110.1975;Canada;CanadaR3B;Manitoba;Natura RP-13;Rural;Productivity;Natura
786;37727;R3B;1;57.6975;Canada;CanadaR3B;Manitoba;Natura RP-74;Rural;Productivity;Natura
979;37727;H1B;1;393.6975;Canada;CanadaH1B;Quebec;Natura UC-42;Urban;Convenience;Natura
493;37727;L5N;1;969.675;Canada;CanadaL5N;Ontario;Maximus UM-98;Urban;Moderation;VanArsdel
768;37727;M4N;1;94.4475;Canada;CanadaM4N;Ontario;Natura RP-56;Rural;Productivity;Natura
992;37727;M7Y;1;278.1975;Canada;CanadaM7Y;Ontario;Natura UC-55;Urban;Convenience;Natura
1181;37727;L5N;1;419.9475;Canada;CanadaL5N;Ontario;Pirum UE-17;Urban;Extreme;Pirum
551;37728;L5N;1;922.1625;Canada;CanadaL5N;Ontario;Maximus UC-16;Urban;Convenience;VanArsdel
609;37728;K1R;1;850.2375;Canada;CanadaK1R;Ontario;Maximus UC-74;Urban;Convenience;VanArsdel
964;37728;R3K;1;335.9475;Canada;CanadaR3K;Manitoba;Natura UC-27;Urban;Convenience;Natura
671;37434;M4V;1;892.2375;Canada;CanadaM4V;Ontario;Maximus UC-36;Urban;Convenience;VanArsdel
826;37434;M7Y;1;918.6975;Canada;CanadaM7Y;Ontario;Natura UM-10;Urban;Moderation;Natura
2343;37434;R3H;1;446.1975;Canada;CanadaR3H;Manitoba;Aliqui UE-17;Urban;Extreme;Aliqui
484;37434;M5N;1;1312.2375;Canada;CanadaM5N;Ontario;Maximus UM-89;Urban;Moderation;VanArsdel
609;37434;R2W;1;829.2375;Canada;CanadaR2W;Manitoba;Maximus UC-74;Urban;Convenience;VanArsdel
767;36326;R3L;1;104.9475;Canada;CanadaR3L;Manitoba;Natura RP-55;Rural;Productivity;Natura
838;36326;R3V;1;934.4475;Canada;CanadaR3V;Manitoba;Natura UM-22;Urban;Moderation;Natura
838;36326;M6S;1;944.9475;Canada;CanadaM6S;Ontario;Natura UM-22;Urban;Moderation;Natura
914;36326;L5N;1;603.6975;Canada;CanadaL5N;Ontario;Natura UE-23;Urban;Extreme;Natura
940;36326;K1R;1;687.6975;Canada;CanadaK1R;Ontario;Natura UC-03;Urban;Convenience;Natura
952;36326;L5N;1;262.4475;Canada;CanadaL5N;Ontario;Natura UC-15;Urban;Convenience;Natura
962;36326;M7Y;1;509.1975;Canada;CanadaM7Y;Ontario;Natura UC-25;Urban;Convenience;Natura
992;36326;R3V;1;288.6975;Canada;CanadaR3V;Manitoba;Natura UC-55;Urban;Convenience;Natura
992;36326;M6S;1;288.6975;Canada;CanadaM6S;Ontario;Natura UC-55;Urban;Convenience;Natura
1210;36326;R3S;1;577.4475;Canada;CanadaR3S;Manitoba;Pirum UC-12;Urban;Convenience;Pirum
1215;36326;R3G;1;356.9475;Canada;CanadaR3G;Manitoba;Pirum UC-17;Urban;Convenience;Pirum
1477;36326;K1N;1;317.52;Canada;CanadaK1N;Ontario;Quibus RP-69;Rural;Productivity;Quibus
1949;36326;M4E;1;296.5725;Canada;CanadaM4E;Ontario;Currus RP-24;Rural;Productivity;Currus
2012;36326;M6G;1;377.9475;Canada;CanadaM6G;Ontario;Currus UR-15;Urban;Regular;Currus
2016;36326;M4E;1;299.1975;Canada;CanadaM4E;Ontario;Currus UR-19;Urban;Regular;Currus
2048;36326;K1H;1;477.6975;Canada;CanadaK1H;Ontario;Currus UE-08;Urban;Extreme;Currus
2055;36326;M5R;1;551.1975;Canada;CanadaM5R;Ontario;Currus UE-15;Urban;Extreme;Currus
2064;36326;L5N;2;976.395;Canada;CanadaL5N;Ontario;Currus UE-24;Urban;Extreme;Currus
2094;36326;M6H;1;433.0725;Canada;CanadaM6H;Ontario;Currus UC-29;Urban;Convenience;Currus
992;36326;M7Y;1;288.6975;Canada;CanadaM7Y;Ontario;Natura UC-55;Urban;Convenience;Natura
1008;36326;M6H;1;236.1975;Canada;CanadaM6H;Ontario;Natura YY-09;Youth;Youth;Natura
1014;36326;M4E;1;86.5725;Canada;CanadaM4E;Ontario;Natura YY-15;Youth;Youth;Natura
1173;36326;H1B;1;524.9475;Canada;CanadaH1B;Quebec;Pirum UE-09;Urban;Extreme;Pirum
1450;36326;K1R;1;118.02;Canada;CanadaK1R;Ontario;Quibus RP-42;Rural;Productivity;Quibus
1948;36326;M4E;1;296.5725;Canada;CanadaM4E;Ontario;Currus RP-23;Rural;Productivity;Currus
1956;36326;M7Y;1;153.7725;Canada;CanadaM7Y;Ontario;Currus RP-31;Rural;Productivity;Currus
2235;36326;M5L;1;65.5725;Canada;CanadaM5L;Ontario;Aliqui RP-32;Rural;Productivity;Aliqui
2235;36326;M5X;1;65.5725;Canada;CanadaM5X;Ontario;Aliqui RP-32;Rural;Productivity;Aliqui
36;36326;H1B;1;414.75;Canada;CanadaH1B;Quebec;Abbas MA-36;Mix;All Season;Abbas
559;36326;R3N;1;585.6375;Canada;CanadaR3N;Manitoba;Maximus UC-24;Urban;Convenience;VanArsdel
596;36326;L5R;1;746.55;Canada;CanadaL5R;Ontario;Maximus UC-61;Urban;Convenience;VanArsdel
609;36326;L5P;1;778.8375;Canada;CanadaL5P;Ontario;Maximus UC-74;Urban;Convenience;VanArsdel
676;36326;M5L;1;801.9375;Canada;CanadaM5L;Ontario;Maximus UC-41;Urban;Convenience;VanArsdel
797;36326;R3C;1;301.8225;Canada;CanadaR3C;Manitoba;Natura RS-01;Rural;Select;Natura
990;36326;M5X;1;472.4475;Canada;CanadaM5X;Ontario;Natura UC-53;Urban;Convenience;Natura
1230;36326;R2V;1;524.9475;Canada;CanadaR2V;Manitoba;Pirum UC-32;Urban;Convenience;Pirum
1449;36326;K1R;1;118.02;Canada;CanadaK1R;Ontario;Quibus RP-41;Rural;Productivity;Quibus
1489;36326;K1N;1;262.395;Canada;CanadaK1N;Ontario;Quibus RP-81;Rural;Productivity;Quibus
1957;36326;M7Y;1;153.7725;Canada;CanadaM7Y;Ontario;Currus RP-32;Rural;Productivity;Currus
2055;36326;L5P;1;551.1975;Canada;CanadaL5P;Ontario;Currus UE-15;Urban;Extreme;Currus
2204;36326;K1H;1;173.1975;Canada;CanadaK1H;Ontario;Aliqui RP-01;Rural;Productivity;Aliqui
2351;36326;R2Y;2;629.895;Canada;CanadaR2Y;Manitoba;Aliqui UE-25;Urban;Extreme;Aliqui
2379;36326;K1A;1;173.1975;Canada;CanadaK1A;Ontario;Aliqui UC-27;Urban;Convenience;Aliqui
826;37728;M6S;1;929.1975;Canada;CanadaM6S;Ontario;Natura UM-10;Urban;Moderation;Natura
1045;37728;L5N;1;217.8225;Canada;CanadaL5N;Ontario;Pirum MA-03;Mix;All Season;Pirum
2192;37728;M7Y;1;209.9475;Canada;CanadaM7Y;Ontario;Aliqui MA-06;Mix;All Season;Aliqui
508;37728;M5S;1;969.675;Canada;CanadaM5S;Ontario;Maximus UM-13;Urban;Moderation;VanArsdel
604;36356;L5T;1;461.7375;Canada;CanadaL5T;Ontario;Maximus UC-69;Urban;Convenience;VanArsdel
725;36356;R3B;1;115.4475;Canada;CanadaR3B;Manitoba;Natura RP-13;Rural;Productivity;Natura
833;36356;R3K;1;782.1975;Canada;CanadaR3K;Manitoba;Natura UM-17;Urban;Moderation;Natura
901;36356;M6H;1;409.4475;Canada;CanadaM6H;Ontario;Natura UE-10;Urban;Extreme;Natura
990;36356;M4E;1;472.4475;Canada;CanadaM4E;Ontario;Natura UC-53;Urban;Convenience;Natura
1053;36356;L5N;1;251.9475;Canada;CanadaL5N;Ontario;Pirum MA-11;Mix;All Season;Pirum
1204;36356;R3V;1;419.9475;Canada;CanadaR3V;Manitoba;Pirum UC-06;Urban;Convenience;Pirum
1215;36356;M6J;1;356.9475;Canada;CanadaM6J;Ontario;Pirum UC-17;Urban;Convenience;Pirum
1230;36356;M6G;1;519.6975;Canada;CanadaM6G;Ontario;Pirum UC-32;Urban;Convenience;Pirum
758;37436;H1B;1;73.4475;Canada;CanadaH1B;Quebec;Natura RP-46;Rural;Productivity;Natura
2054;37436;R3B;1;545.9475;Canada;CanadaR3B;Manitoba;Currus UE-14;Urban;Extreme;Currus
2255;37436;R2W;1;60.3225;Canada;CanadaR2W;Manitoba;Aliqui RP-52;Rural;Productivity;Aliqui
726;37437;R3B;1;120.6975;Canada;CanadaR3B;Manitoba;Natura RP-14;Rural;Productivity;Natura
990;37437;L5N;1;440.9475;Canada;CanadaL5N;Ontario;Natura UC-53;Urban;Convenience;Natura
992;37437;M5X;1;278.1975;Canada;CanadaM5X;Ontario;Natura UC-55;Urban;Convenience;Natura
725;37437;R3B;1;120.6975;Canada;CanadaR3B;Manitoba;Natura RP-13;Rural;Productivity;Natura
826;37437;K1H;1;918.6975;Canada;CanadaK1H;Ontario;Natura UM-10;Urban;Moderation;Natura
976;37437;R3S;1;325.4475;Canada;CanadaR3S;Manitoba;Natura UC-39;Urban;Convenience;Natura
1518;36356;M7Y;1;141.645;Canada;CanadaM7Y;Ontario;Quibus RP-10;Rural;Productivity;Quibus
1960;36356;M6H;1;97.0725;Canada;CanadaM6H;Ontario;Currus RP-35;Rural;Productivity;Currus
2210;36356;M4P;1;107.5725;Canada;CanadaM4P;Ontario;Aliqui RP-07;Rural;Productivity;Aliqui
512;37428;M4V;1;230.7375;Canada;CanadaM4V;Ontario;Maximus UR-01;Urban;Regular;VanArsdel
758;37428;M6S;1;83.9475;Canada;CanadaM6S;Ontario;Natura RP-46;Rural;Productivity;Natura
967;37428;M6H;1;671.9475;Canada;CanadaM6H;Ontario;Natura UC-30;Urban;Convenience;Natura
1232;37428;K1R;1;393.6975;Canada;CanadaK1R;Ontario;Pirum UC-34;Urban;Convenience;Pirum
757;37428;M6S;1;83.9475;Canada;CanadaM6S;Ontario;Natura RP-45;Rural;Productivity;Natura
992;37428;M6G;1;278.1975;Canada;CanadaM6G;Ontario;Natura UC-55;Urban;Convenience;Natura
1935;37428;M5L;1;136.4475;Canada;CanadaM5L;Ontario;Currus RP-10;Rural;Productivity;Currus
2332;37428;H3H;1;367.4475;Canada;CanadaH3H;Quebec;Aliqui UE-06;Urban;Extreme;Aliqui
726;37428;M5P;1;120.6975;Canada;CanadaM5P;Ontario;Natura RP-14;Rural;Productivity;Natura
901;36295;L5P;1;409.4475;Canada;CanadaL5P;Ontario;Natura UE-10;Urban;Extreme;Natura
990;36295;R3L;1;503.9475;Canada;CanadaR3L;Manitoba;Natura UC-53;Urban;Convenience;Natura
1014;36295;R2Y;1;86.5725;Canada;CanadaR2Y;Manitoba;Natura YY-15;Youth;Youth;Natura
1173;36295;M4M;1;524.9475;Canada;CanadaM4M;Ontario;Pirum UE-09;Urban;Extreme;Pirum
1182;36295;L5N;1;157.4475;Canada;CanadaL5N;Ontario;Pirum UE-18;Urban;Extreme;Pirum
2070;36295;H1B;1;519.6975;Canada;CanadaH1B;Quebec;Currus UC-05;Urban;Convenience;Currus
2234;36295;K1N;1;65.5725;Canada;CanadaK1N;Ontario;Aliqui RP-31;Rural;Productivity;Aliqui
2331;36295;R3G;2;1070.895;Canada;CanadaR3G;Manitoba;Aliqui UE-05;Urban;Extreme;Aliqui
2332;36295;M6J;1;419.9475;Canada;CanadaM6J;Ontario;Aliqui UE-06;Urban;Extreme;Aliqui
786;37433;M4E;1;57.6975;Canada;CanadaM4E;Ontario;Natura RP-74;Rural;Productivity;Natura
785;37433;M4E;1;57.6975;Canada;CanadaM4E;Ontario;Natura RP-73;Rural;Productivity;Natura
964;37433;R3H;1;314.9475;Canada;CanadaR3H;Manitoba;Natura UC-27;Urban;Convenience;Natura
2343;37433;R3X;1;446.1975;Canada;CanadaR3X;Manitoba;Aliqui UE-17;Urban;Extreme;Aliqui
658;36295;K1K;1;902.7375;Canada;CanadaK1K;Ontario;Maximus UC-23;Urban;Convenience;VanArsdel
728;36295;M4T;1;62.9475;Canada;CanadaM4T;Ontario;Natura RP-16;Rural;Productivity;Natura
771;36295;M6S;1;165.3225;Canada;CanadaM6S;Ontario;Natura RP-59;Rural;Productivity;Natura
901;36295;M4V;1;409.4475;Canada;CanadaM4V;Ontario;Natura UE-10;Urban;Extreme;Natura
992;36295;H2Z;1;314.9475;Canada;CanadaH2Z;Quebec;Natura UC-55;Urban;Convenience;Natura
1157;36295;M4E;1;377.9475;Canada;CanadaM4E;Ontario;Pirum UR-14;Urban;Regular;Pirum
1166;36295;R3W;1;535.4475;Canada;CanadaR3W;Manitoba;Pirum UE-02;Urban;Extreme;Pirum
1166;36295;M6S;1;535.4475;Canada;CanadaM6S;Ontario;Pirum UE-02;Urban;Extreme;Pirum
1168;36295;K1H;1;367.4475;Canada;CanadaK1H;Ontario;Pirum UE-04;Urban;Extreme;Pirum
1173;36295;L5T;1;524.9475;Canada;CanadaL5T;Ontario;Pirum UE-09;Urban;Extreme;Pirum
1191;36295;L5G;1;262.4475;Canada;CanadaL5G;Ontario;Pirum UE-27;Urban;Extreme;Pirum
1948;36295;R3E;1;296.5725;Canada;CanadaR3E;Manitoba;Currus RP-23;Rural;Productivity;Currus
1974;36295;M6H;1;52.4475;Canada;CanadaM6H;Ontario;Currus RP-49;Rural;Productivity;Currus
2045;36295;M4R;1;409.4475;Canada;CanadaM4R;Ontario;Currus UE-05;Urban;Extreme;Currus
2074;36295;M7Y;1;328.0725;Canada;CanadaM7Y;Ontario;Currus UC-09;Urban;Convenience;Currus
2255;36295;K1K;1;57.6975;Canada;CanadaK1K;Ontario;Aliqui RP-52;Rural;Productivity;Aliqui
2277;36295;R3X;1;251.9475;Canada;CanadaR3X;Manitoba;Aliqui RS-10;Rural;Select;Aliqui
2282;36295;L5T;1;304.4475;Canada;CanadaL5T;Ontario;Aliqui RS-15;Rural;Select;Aliqui
2388;36295;M5P;1;309.6975;Canada;CanadaM5P;Ontario;Aliqui UC-36;Urban;Convenience;Aliqui
491;36326;M5P;1;815.325;Canada;CanadaM5P;Ontario;Maximus UM-96;Urban;Moderation;VanArsdel
645;36326;R3H;1;746.55;Canada;CanadaR3H;Manitoba;Maximus UC-10;Urban;Convenience;VanArsdel
725;36326;R3A;1;115.4475;Canada;CanadaR3A;Manitoba;Natura RP-13;Rural;Productivity;Natura
772;36326;R3G;1;165.3225;Canada;CanadaR3G;Manitoba;Natura RP-60;Rural;Productivity;Natura
606;36326;R2W;1;314.7375;Canada;CanadaR2W;Manitoba;Maximus UC-71;Urban;Convenience;VanArsdel
609;36326;M7Y;1;778.8375;Canada;CanadaM7Y;Ontario;Maximus UC-74;Urban;Convenience;VanArsdel
631;36326;L5N;1;346.2375;Canada;CanadaL5N;Ontario;Maximus UC-96;Urban;Convenience;VanArsdel
676;36326;M4Y;1;801.9375;Canada;CanadaM4Y;Ontario;Maximus UC-41;Urban;Convenience;VanArsdel
725;36326;M5X;1;115.4475;Canada;CanadaM5X;Ontario;Natura RP-13;Rural;Productivity;Natura
767;36326;M6S;1;104.9475;Canada;CanadaM6S;Ontario;Natura RP-55;Rural;Productivity;Natura
901;36326;L5N;1;409.4475;Canada;CanadaL5N;Ontario;Natura UE-10;Urban;Extreme;Natura
914;36326;K1H;1;577.4475;Canada;CanadaK1H;Ontario;Natura UE-23;Urban;Extreme;Natura
964;36326;L5R;1;346.4475;Canada;CanadaL5R;Ontario;Natura UC-27;Urban;Convenience;Natura
992;36326;M5X;1;278.1975;Canada;CanadaM5X;Ontario;Natura UC-55;Urban;Convenience;Natura
1014;36326;R3M;1;86.5725;Canada;CanadaR3M;Manitoba;Natura YY-15;Youth;Youth;Natura
1110;36326;L5K;1;209.9475;Canada;CanadaL5K;Ontario;Pirum RP-56;Rural;Productivity;Pirum
1490;36326;K1N;1;262.395;Canada;CanadaK1N;Ontario;Quibus RP-82;Rural;Productivity;Quibus
2045;36326;R3C;1;409.4475;Canada;CanadaR3C;Manitoba;Currus UE-05;Urban;Extreme;Currus
2045;36326;L5N;1;409.4475;Canada;CanadaL5N;Ontario;Currus UE-05;Urban;Extreme;Currus
2074;36326;K1R;1;328.0725;Canada;CanadaK1R;Ontario;Currus UC-09;Urban;Convenience;Currus
2094;36326;M6S;1;433.0725;Canada;CanadaM6S;Ontario;Currus UC-29;Urban;Convenience;Currus
2255;36326;R3W;1;57.6975;Canada;CanadaR3W;Manitoba;Aliqui RP-52;Rural;Productivity;Aliqui
396;36326;R3H;1;857.0625;Canada;CanadaR3H;Manitoba;Maximus UM-01;Urban;Moderation;VanArsdel
609;36326;M5L;1;778.8375;Canada;CanadaM5L;Ontario;Maximus UC-74;Urban;Convenience;VanArsdel
645;36326;M6H;1;746.55;Canada;CanadaM6H;Ontario;Maximus UC-10;Urban;Convenience;VanArsdel
683;36326;L5R;1;788.025;Canada;CanadaL5R;Ontario;Maximus UC-48;Urban;Convenience;VanArsdel
726;36326;R3A;1;115.4475;Canada;CanadaR3A;Manitoba;Natura RP-14;Rural;Productivity;Natura
739;36326;R3W;1;170.5725;Canada;CanadaR3W;Manitoba;Natura RP-27;Rural;Productivity;Natura
768;36326;R3L;1;104.9475;Canada;CanadaR3L;Manitoba;Natura RP-56;Rural;Productivity;Natura
910;36326;R3H;3;1244.0925;Canada;CanadaR3H;Manitoba;Natura UE-19;Urban;Extreme;Natura
936;36326;K1R;1;498.6975;Canada;CanadaK1R;Ontario;Natura UE-45;Urban;Extreme;Natura
989;36326;R3T;1;467.1975;Canada;CanadaR3T;Manitoba;Natura UC-52;Urban;Convenience;Natura
1330;37435;L4Y;1;133.77;Canada;CanadaL4Y;Ontario;Quibus RP-22;Rural;Productivity;Quibus
1215;37435;M6G;1;367.4475;Canada;CanadaM6G;Ontario;Pirum UC-17;Urban;Convenience;Pirum
757;37436;H1B;1;73.4475;Canada;CanadaH1B;Quebec;Natura RP-45;Rural;Productivity;Natura
1894;37436;K2P;1;734.9475;Canada;CanadaK2P;Ontario;Leo UC-13;Urban;Convenience;Leo
2055;37436;H1B;1;569.5725;Canada;CanadaH1B;Quebec;Currus UE-15;Urban;Extreme;Currus
467;37436;M4E;1;900.6375;Canada;CanadaM4E;Ontario;Maximus UM-72;Urban;Moderation;VanArsdel
946;37436;M6H;1;692.9475;Canada;CanadaM6H;Ontario;Natura UC-09;Urban;Convenience;Natura
992;37436;R3G;1;278.1975;Canada;CanadaR3G;Manitoba;Natura UC-55;Urban;Convenience;Natura
1974;37436;R3V;1;57.6975;Canada;CanadaR3V;Manitoba;Currus RP-49;Rural;Productivity;Currus
2083;37436;M4M;1;317.5725;Canada;CanadaM4M;Ontario;Currus UC-18;Urban;Convenience;Currus
574;37436;M6H;1;869.1375;Canada;CanadaM6H;Ontario;Maximus UC-39;Urban;Convenience;VanArsdel
2056;36356;R3T;1;325.4475;Canada;CanadaR3T;Manitoba;Currus UE-16;Urban;Extreme;Currus
2070;36356;R3B;2;1039.395;Canada;CanadaR3B;Manitoba;Currus UC-05;Urban;Convenience;Currus
910;37436;H1B;1;430.4475;Canada;CanadaH1B;Quebec;Natura UE-19;Urban;Extreme;Natura
2083;37436;H1B;1;317.5725;Canada;CanadaH1B;Quebec;Currus UC-18;Urban;Convenience;Currus
2254;37436;R2W;1;60.3225;Canada;CanadaR2W;Manitoba;Aliqui RP-51;Rural;Productivity;Aliqui
915;37436;R3V;1;556.4475;Canada;CanadaR3V;Manitoba;Natura UE-24;Urban;Extreme;Natura
976;37436;R3V;1;325.4475;Canada;CanadaR3V;Manitoba;Natura UC-39;Urban;Convenience;Natura
2064;37436;M6G;1;496.0725;Canada;CanadaM6G;Ontario;Currus UE-24;Urban;Extreme;Currus
606;37436;L5P;1;323.1375;Canada;CanadaL5P;Ontario;Maximus UC-71;Urban;Convenience;VanArsdel
2016;37436;H1B;1;304.4475;Canada;CanadaH1B;Quebec;Currus UR-19;Urban;Regular;Currus
2054;37436;R3V;1;545.9475;Canada;CanadaR3V;Manitoba;Currus UE-14;Urban;Extreme;Currus
2353;37436;R3V;1;414.6975;Canada;CanadaR3V;Manitoba;Aliqui UC-01;Urban;Convenience;Aliqui
475;37436;R3H;1;1007.2125;Canada;CanadaR3H;Manitoba;Maximus UM-80;Urban;Moderation;VanArsdel
915;37436;H1B;1;556.4475;Canada;CanadaH1B;Quebec;Natura UE-24;Urban;Extreme;Natura
1975;37436;R3V;1;57.6975;Canada;CanadaR3V;Manitoba;Currus RP-50;Rural;Productivity;Currus
2384;37436;M4E;1;629.9475;Canada;CanadaM4E;Ontario;Aliqui UC-32;Urban;Convenience;Aliqui
2388;37436;K1Y;1;309.6975;Canada;CanadaK1Y;Ontario;Aliqui UC-36;Urban;Convenience;Aliqui
2331;36356;L5N;1;535.4475;Canada;CanadaL5N;Ontario;Aliqui UE-05;Urban;Extreme;Aliqui
2353;36356;M6S;1;409.4475;Canada;CanadaM6S;Ontario;Aliqui UC-01;Urban;Convenience;Aliqui
2373;36356;M6H;1;551.1975;Canada;CanadaM6H;Ontario;Aliqui UC-21;Urban;Convenience;Aliqui
195;36356;M6G;1;808.5;Canada;CanadaM6G;Ontario;Abbas UC-07;Urban;Convenience;Abbas
396;36356;R3G;1;857.0625;Canada;CanadaR3G;Manitoba;Maximus UM-01;Urban;Moderation;VanArsdel
475;36356;K1K;1;970.2;Canada;CanadaK1K;Ontario;Maximus UM-80;Urban;Moderation;VanArsdel
491;36356;M5X;1;815.325;Canada;CanadaM5X;Ontario;Maximus UM-96;Urban;Moderation;VanArsdel
491;36356;M6G;1;815.325;Canada;CanadaM6G;Ontario;Maximus UM-96;Urban;Moderation;VanArsdel
604;36356;M5X;1;461.7375;Canada;CanadaM5X;Ontario;Maximus UC-69;Urban;Convenience;VanArsdel
609;36356;R3H;1;778.8375;Canada;CanadaR3H;Manitoba;Maximus UC-74;Urban;Convenience;VanArsdel
728;36356;R2V;1;62.9475;Canada;CanadaR2V;Manitoba;Natura RP-16;Rural;Productivity;Natura
728;36356;R3H;1;62.9475;Canada;CanadaR3H;Manitoba;Natura RP-16;Rural;Productivity;Natura
989;36356;M5P;1;467.1975;Canada;CanadaM5P;Ontario;Natura UC-52;Urban;Convenience;Natura
2055;36356;L5N;1;551.1975;Canada;CanadaL5N;Ontario;Currus UE-15;Urban;Extreme;Currus
2235;36356;K1R;1;65.5725;Canada;CanadaK1R;Ontario;Aliqui RP-32;Rural;Productivity;Aliqui
2410;36356;M5V;1;99.6975;Canada;CanadaM5V;Ontario;Aliqui YY-19;Youth;Youth;Aliqui
228;36356;R3H;1;655.9875;Canada;CanadaR3H;Manitoba;Fama UM-06;Urban;Moderation;Fama
914;36326;H1B;1;603.6975;Canada;CanadaH1B;Quebec;Natura UE-23;Urban;Extreme;Natura
992;36326;L5T;1;288.6975;Canada;CanadaL5T;Ontario;Natura UC-55;Urban;Convenience;Natura
1133;36326;R3V;1;629.9475;Canada;CanadaR3V;Manitoba;Pirum UM-10;Urban;Moderation;Pirum
1166;36326;L5T;1;535.4475;Canada;CanadaL5T;Ontario;Pirum UE-02;Urban;Extreme;Pirum
1227;36326;M4V;1;314.9475;Canada;CanadaM4V;Ontario;Pirum UC-29;Urban;Convenience;Pirum
631;37434;M4N;1;356.7375;Canada;CanadaM4N;Ontario;Maximus UC-96;Urban;Convenience;VanArsdel
767;37434;H1B;1;104.9475;Canada;CanadaH1B;Quebec;Natura RP-55;Rural;Productivity;Natura
2255;37434;L5N;1;60.3225;Canada;CanadaL5N;Ontario;Aliqui RP-52;Rural;Productivity;Aliqui
2331;37434;K1H;1;540.6975;Canada;CanadaK1H;Ontario;Aliqui UE-05;Urban;Extreme;Aliqui
2332;37434;R3V;1;367.4475;Canada;CanadaR3V;Manitoba;Aliqui UE-06;Urban;Extreme;Aliqui
2240;37434;M5P;1;89.1975;Canada;CanadaM5P;Ontario;Aliqui RP-37;Rural;Productivity;Aliqui
2241;37434;M5P;1;89.1975;Canada;CanadaM5P;Ontario;Aliqui RP-38;Rural;Productivity;Aliqui
768;37434;H1B;1;104.9475;Canada;CanadaH1B;Quebec;Natura RP-56;Rural;Productivity;Natura
826;37434;H1B;1;918.6975;Canada;CanadaH1B;Quebec;Natura UM-10;Urban;Moderation;Natura
2380;37434;L5N;1;293.9475;Canada;CanadaL5N;Ontario;Aliqui UC-28;Urban;Convenience;Aliqui
2388;37434;L5R;1;309.6975;Canada;CanadaL5R;Ontario;Aliqui UC-36;Urban;Convenience;Aliqui
964;37802;M4E;1;320.1975;Canada;CanadaM4E;Ontario;Natura UC-27;Urban;Convenience;Natura
2055;36326;M6S;1;551.1975;Canada;CanadaM6S;Ontario;Currus UE-15;Urban;Extreme;Currus
2056;36326;M4E;1;325.4475;Canada;CanadaM4E;Ontario;Currus UE-16;Urban;Extreme;Currus
2083;36326;R3X;1;309.6975;Canada;CanadaR3X;Manitoba;Currus UC-18;Urban;Convenience;Currus
2091;36326;M4E;2;304.395;Canada;CanadaM4E;Ontario;Currus UC-26;Urban;Convenience;Currus
2205;36326;K1H;1;173.1975;Canada;CanadaK1H;Ontario;Aliqui RP-02;Rural;Productivity;Aliqui
2234;36326;M5L;1;65.5725;Canada;CanadaM5L;Ontario;Aliqui RP-31;Rural;Productivity;Aliqui
2332;36326;R3H;1;419.9475;Canada;CanadaR3H;Manitoba;Aliqui UE-06;Urban;Extreme;Aliqui
2332;36326;M5R;1;419.9475;Canada;CanadaM5R;Ontario;Aliqui UE-06;Urban;Extreme;Aliqui
396;36326;R3K;1;857.0625;Canada;CanadaR3K;Manitoba;Maximus UM-01;Urban;Moderation;VanArsdel
488;36326;L5N;1;970.2;Canada;CanadaL5N;Ontario;Maximus UM-93;Urban;Moderation;VanArsdel
573;36326;R3E;1;280.6125;Canada;CanadaR3E;Manitoba;Maximus UC-38;Urban;Convenience;VanArsdel
580;36326;L5R;1;734.7375;Canada;CanadaL5R;Ontario;Maximus UC-45;Urban;Convenience;VanArsdel
604;36326;M4Y;1;461.7375;Canada;CanadaM4Y;Ontario;Maximus UC-69;Urban;Convenience;VanArsdel
606;36326;R3G;1;314.7375;Canada;CanadaR3G;Manitoba;Maximus UC-71;Urban;Convenience;VanArsdel
676;36326;L5R;1;801.9375;Canada;CanadaL5R;Ontario;Maximus UC-41;Urban;Convenience;VanArsdel
740;36326;R3W;1;170.5725;Canada;CanadaR3W;Manitoba;Natura RP-28;Rural;Productivity;Natura
758;36326;R3H;1;83.9475;Canada;CanadaR3H;Manitoba;Natura RP-46;Rural;Productivity;Natura
852;36326;R3V;1;771.6975;Canada;CanadaR3V;Manitoba;Natura UM-36;Urban;Moderation;Natura
910;36326;R3E;1;414.6975;Canada;CanadaR3E;Manitoba;Natura UE-19;Urban;Extreme;Natura
981;36326;L5R;1;157.4475;Canada;CanadaL5R;Ontario;Natura UC-44;Urban;Convenience;Natura
989;36326;L5G;1;451.4475;Canada;CanadaL5G;Ontario;Natura UC-52;Urban;Convenience;Natura
1112;36326;M4E;1;116.4975;Canada;CanadaM4E;Ontario;Pirum RP-58;Rural;Productivity;Pirum
1166;36326;K1H;1;535.4475;Canada;CanadaK1H;Ontario;Pirum UE-02;Urban;Extreme;Pirum
1215;36326;M6H;1;356.9475;Canada;CanadaM6H;Ontario;Pirum UC-17;Urban;Convenience;Pirum
2045;36326;L5P;1;409.4475;Canada;CanadaL5P;Ontario;Currus UE-05;Urban;Extreme;Currus
1003;36356;K1H;1;86.5725;Canada;CanadaK1H;Ontario;Natura YY-04;Youth;Youth;Natura
